output_file,content_file,style_file,part,model_name,temperature,content_score,time_pitch_diff,onset.duration,onset.velocity,onset.drum_drums,style_name,content_name,human_content_similarity,human_style_similarity,human_quality,comments,orig_csv_name
8 Rock - Pop #1 in C#m.Verse_no_drum.X.8 Rock - Pop #1 in C#m.Verse_no_drum.D_T001.mid,8 Rock - Pop #1 in C#m.Verse_no_drum.mid,8 Rock - Pop #1 in C#m.Verse_no_drum.mid,Verse,Drums,0.01,0.8833143242149447,0.7383803668221818,0.9734840505769988,0.7712472022614799,,8 Rock - Pop #1 in C#m,8 Rock - Pop #1 in C#m,3,4,3,"Wrong chords, Different Groove",Temparature 0.01 Self_Blend (Rendering)
9 Rock - Pop #2 in A.Chorus_no_drum.X.9 Rock - Pop #2 in A.Chorus_no_drum.D_T001.mid,9 Rock - Pop #2 in A.Chorus_no_drum.mid,9 Rock - Pop #2 in A.Chorus_no_drum.mid,Chorus,Drums,0.01,0.7200857515297552,0.7093503220591837,0.8199541060253409,0.8008055869256822,,9 Rock - Pop #2 in A,9 Rock - Pop #2 in A,4,4,3,BPM changed but the general vibe remians the same' not tight enough,Temparature 0.01 Self_Blend (Rendering)
9 Rock - Pop #2 in A.PreChorus_no_drum.X.9 Rock - Pop #2 in A.PreChorus_no_drum.D_T001.mid,9 Rock - Pop #2 in A.PreChorus_no_drum.mid,9 Rock - Pop #2 in A.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.01,0.72163994516981,0.6090457070850771,0.8899602181818268,0.8735952652248905,,9 Rock - Pop #2 in A,9 Rock - Pop #2 in A,3,4,4,"The harmony is wrong but the butcher can fix it, very musical and interseting",Temparature 0.01 Self_Blend (Rendering)
9 Rock - Pop #2 in A.Verse_no_drum.X.9 Rock - Pop #2 in A.Verse_no_drum.D_T001.mid,9 Rock - Pop #2 in A.Verse_no_drum.mid,9 Rock - Pop #2 in A.Verse_no_drum.mid,Verse,Drums,0.01,0.5334695478789502,0.645120091551038,0.6715452370668478,0.692765908638627,,9 Rock - Pop #2 in A,9 Rock - Pop #2 in A,4,4,4,Very minimal and simplistic but kinda cool,Temparature 0.01 Self_Blend (Rendering)
10 Pop Punk #1 in D.Chorus_no_drum.X.10 Pop Punk #1 in D.Chorus_no_drum.D_T01.mid,10 Pop Punk #1 in D.Chorus_no_drum.mid,10 Pop Punk #1 in D.Chorus_no_drum.mid,Chorus,Drums,0.1,0.7599155351631923,0.8513730965725409,0.9298274201867982,0.798390948368709,,10 Pop Punk #1 in D,10 Pop Punk #1 in D,4,3,3,Awful sound,Temparature 0.1 Self_Blend (Rendering)
10 Pop Punk #1 in D.PreChorus_no_drum.X.10 Pop Punk #1 in D.PreChorus_no_drum.D_T01.mid,10 Pop Punk #1 in D.PreChorus_no_drum.mid,10 Pop Punk #1 in D.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.8067282198938072,0.8422543031078386,0.7685738376013097,0.7337426970288631,,10 Pop Punk #1 in D,10 Pop Punk #1 in D,4,3,3,Awful sound,Temparature 0.1 Self_Blend (Rendering)
10 Pop Punk #1 in D.Verse_no_drum.X.10 Pop Punk #1 in D.Verse_no_drum.D_T01.mid,10 Pop Punk #1 in D.Verse_no_drum.mid,10 Pop Punk #1 in D.Verse_no_drum.mid,Verse,Drums,0.1,0.7749527357193563,0.8568414376960665,0.752743561179885,0.4377114908723806,,10 Pop Punk #1 in D,10 Pop Punk #1 in D,5,5,5,Very Good,Temparature 0.1 Self_Blend (Rendering)
11 Classic Pop #1 in Am.Chorus_no_drum.X.11 Classic Pop #1 in Am.Chorus_no_drum.D_T01.mid,11 Classic Pop #1 in Am.Chorus_no_drum.mid,11 Classic Pop #1 in Am.Chorus_no_drum.mid,Chorus,Drums,0.1,0.9064234164079844,0.9444134729869448,0.7935775923140036,0.7572792177468203,,11 Classic Pop #1 in Am,11 Classic Pop #1 in Am,4,3,3,Not good enough all around,Temparature 0.1 Self_Blend (Rendering)
11 Classic Pop #1 in Am.PreChorus_no_drum.X.11 Classic Pop #1 in Am.PreChorus_no_drum.D_T01.mid,11 Classic Pop #1 in Am.PreChorus_no_drum.mid,11 Classic Pop #1 in Am.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.9678204459531604,0.9118984122237532,0.5079347928830268,0.5787924405886724,,11 Classic Pop #1 in Am,11 Classic Pop #1 in Am,4,4,4,Good Enouh but the sound is still terrible,Temparature 0.1 Self_Blend (Rendering)
11 Classic Pop #1 in Am.Verse_no_drum.X.11 Classic Pop #1 in Am.Verse_no_drum.D_T01.mid,11 Classic Pop #1 in Am.Verse_no_drum.mid,11 Classic Pop #1 in Am.Verse_no_drum.mid,Verse,Drums,0.1,0.957257999310032,0.8379672367853341,0.3444050691686,0.418245737965214,,11 Classic Pop #1 in Am,11 Classic Pop #1 in Am,4,4,3,Boring and repetitive,Temparature 0.1 Self_Blend (Rendering)
12 Pop Punk #2 in Em.Chorus_no_drum.X.12 Pop Punk #2 in Em.Chorus_no_drum.D_T01.mid,12 Pop Punk #2 in Em.Chorus_no_drum.mid,12 Pop Punk #2 in Em.Chorus_no_drum.mid,Chorus,Drums,0.1,0.9175121429239568,0.9359177906523192,0.8973974052266103,0.6844114851423401,,12 Pop Punk #2 in Em,12 Pop Punk #2 in Em,5,3,3,Awful guitar sound,Temparature 0.1 Self_Blend (Rendering)
12 Pop Punk #2 in Em.PreChorus_no_drum.X.12 Pop Punk #2 in Em.PreChorus_no_drum.D_T01.mid,12 Pop Punk #2 in Em.PreChorus_no_drum.mid,12 Pop Punk #2 in Em.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.9010793084318444,0.9132566686983352,0.9735344014308028,0.7306253002137447,,12 Pop Punk #2 in Em,12 Pop Punk #2 in Em,5,3,3,Awful guitar sound,Temparature 0.1 Self_Blend (Rendering)
12 Pop Punk #2 in Em.Verse_no_drum.X.12 Pop Punk #2 in Em.Verse_no_drum.D_T01.mid,12 Pop Punk #2 in Em.Verse_no_drum.mid,12 Pop Punk #2 in Em.Verse_no_drum.mid,Verse,Drums,0.1,0.8206407541149945,0.8434965287652854,0.5925996494687827,0.5616587841384907,,12 Pop Punk #2 in Em,12 Pop Punk #2 in Em,5,5,5,Very Good,Temparature 0.1 Self_Blend (Rendering)
13 Alternative Pop #2 In C.Chorus_no_drum.X.13 Alternative Pop #2 In C.Chorus_no_drum.D_T01.mid,13 Alternative Pop #2 In C.Chorus_no_drum.mid,13 Alternative Pop #2 In C.Chorus_no_drum.mid,Chorus,Drums,0.1,0.7337734489701142,0.747072965434052,0.6815334953625392,0.573874271860052,,13 Alternative Pop #2 In C,13 Alternative Pop #2 In C,4,5,4,Good enough butcher can fix harmony mistakes,Temparature 0.1 Self_Blend (Rendering)
13 Alternative Pop #2 In C.PreChorus_no_drum.X.13 Alternative Pop #2 In C.PreChorus_no_drum.D_T01.mid,13 Alternative Pop #2 In C.PreChorus_no_drum.mid,13 Alternative Pop #2 In C.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.8993978129057172,0.6532475930205996,0.8111071056538123,0.4025548832937721,,13 Alternative Pop #2 In C,13 Alternative Pop #2 In C,1,1,1,One high flat synth sound,Temparature 0.1 Self_Blend (Rendering)
13 Alternative Pop #2 In C.Verse_no_drum.X.13 Alternative Pop #2 In C.Verse_no_drum.D_T01.mid,13 Alternative Pop #2 In C.Verse_no_drum.mid,13 Alternative Pop #2 In C.Verse_no_drum.mid,Verse,Drums,0.1,0.614096193007226,0.740453484926539,,0.3614486980061244,,13 Alternative Pop #2 In C,13 Alternative Pop #2 In C,3,4,3,Too dull and boring,Temparature 0.1 Self_Blend (Rendering)
14 Alternative Pop #3 In F#m.Chorus_no_drum.X.14 Alternative Pop #3 In F#m.Chorus_no_drum.D_T01.mid,14 Alternative Pop #3 In F#m.Chorus_no_drum.mid,14 Alternative Pop #3 In F#m.Chorus_no_drum.mid,Chorus,Drums,0.1,0.8667813851820789,0.8815698216491205,0.8591470748617546,0.9284766908852592,,14 Alternative Pop #3 In F#m,14 Alternative Pop #3 In F#m,5,4,4,Good enough althogh it's still too repetitive,Temparature 0.1 Self_Blend (Rendering)
14 Alternative Pop #3 In F#m.PreChorus_no_drum.X.14 Alternative Pop #3 In F#m.PreChorus_no_drum.D_T01.mid,14 Alternative Pop #3 In F#m.PreChorus_no_drum.mid,14 Alternative Pop #3 In F#m.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.8334350660555239,0.5611320651044068,0.8861862597425678,0.886186259742568,,14 Alternative Pop #3 In F#m,14 Alternative Pop #3 In F#m,4,4,3,"Awful Sound, too repetitive",Temparature 0.1 Self_Blend (Rendering)
14 Alternative Pop #3 In F#m.Verse_no_drum.X.14 Alternative Pop #3 In F#m.Verse_no_drum.D_T01.mid,14 Alternative Pop #3 In F#m.Verse_no_drum.mid,14 Alternative Pop #3 In F#m.Verse_no_drum.mid,Verse,Drums,0.1,0.7825389877162082,0.5659296417130251,1.0,1.0,,14 Alternative Pop #3 In F#m,14 Alternative Pop #3 In F#m,4,4,2,"Awful Sound, too repetitive",Temparature 0.1 Self_Blend (Rendering)
15 Pop Punk #3 in Am.Chorus_no_drum.X.15 Pop Punk #3 in Am.Chorus_no_drum.D_T01.mid,15 Pop Punk #3 in Am.Chorus_no_drum.mid,15 Pop Punk #3 in Am.Chorus_no_drum.mid,Chorus,Drums,0.1,0.9556941979658358,0.8987393062613731,0.5633475116311013,0.46554990102939,,15 Pop Punk #3 in Am,15 Pop Punk #3 in Am,3,3,3,Awful sound' harmony mistakes and louzy arrangement,Temparature 0.1 Self_Blend (Rendering)
15 Pop Punk #3 in Am.PreChorus_no_drum.X.15 Pop Punk #3 in Am.PreChorus_no_drum.D_T01.mid,15 Pop Punk #3 in Am.PreChorus_no_drum.mid,15 Pop Punk #3 in Am.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.7041833706389502,0.8653005131823942,0.4206290460491144,0.3244702603150486,,15 Pop Punk #3 in Am,15 Pop Punk #3 in Am,5,3,3,The breaks are not natural the entire playing is unsatasfactory,Temparature 0.1 Self_Blend (Rendering)
15 Pop Punk #3 in Am.Verse_no_drum.X.15 Pop Punk #3 in Am.Verse_no_drum.D_T01.mid,15 Pop Punk #3 in Am.Verse_no_drum.mid,15 Pop Punk #3 in Am.Verse_no_drum.mid,Verse,Drums,0.1,0.8605745078292105,0.8182152268039963,0.4776669190156175,0.3701927941248429,,15 Pop Punk #3 in Am,15 Pop Punk #3 in Am,5,5,4,Good but the guitar sound is a bit disappointing,Temparature 0.1 Self_Blend (Rendering)
18 Reggae 2 In Bm.Chorus_no_drum.X.18 Reggae 2 In Bm.Chorus_no_drum.D_T01.mid,18 Reggae 2 In Bm.Chorus_no_drum.mid,18 Reggae 2 In Bm.Chorus_no_drum.mid,Chorus,Drums,0.1,0.7191188727251179,0.7431444812820998,0.905803172576344,,,18 Reggae 2 In Bm,18 Reggae 2 In Bm,5,4,3,Too similar,Temparature 0.1 Self_Blend (Rendering)
18 Reggae 2 In Bm.PreChorus_no_drum.X.18 Reggae 2 In Bm.PreChorus_no_drum.D_T01.mid,18 Reggae 2 In Bm.PreChorus_no_drum.mid,18 Reggae 2 In Bm.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.9408056814582304,0.8836423846958363,0.8790953229099078,0.8492302708807148,,18 Reggae 2 In Bm,18 Reggae 2 In Bm,3,2,2,Awful all around,Temparature 0.1 Self_Blend (Rendering)
18 Reggae 2 In Bm.Verse_no_drum.X.18 Reggae 2 In Bm.Verse_no_drum.D_T01.mid,18 Reggae 2 In Bm.Verse_no_drum.mid,18 Reggae 2 In Bm.Verse_no_drum.mid,Verse,Drums,0.1,0.9075426279313502,0.8640577220726073,0.9164121430836216,,,18 Reggae 2 In Bm,18 Reggae 2 In Bm,5,4,4,Too Similar,Temparature 0.1 Self_Blend (Rendering)
19 Teen Pop 1 In G.Chorus_no_drum.X.19 Teen Pop 1 In G.Chorus_no_drum.D_T01.mid,19 Teen Pop 1 In G.Chorus_no_drum.mid,19 Teen Pop 1 In G.Chorus_no_drum.mid,Chorus,Drums,0.1,0.7745264950116505,0.8538175801105681,0.9944755003596784,0.9942049539281804,,19 Teen Pop 1 In G,19 Teen Pop 1 In G,4,4,3,Too similar,Temparature 0.1 Self_Blend (Rendering)
19 Teen Pop 1 In G.PreChorus_no_drum.X.19 Teen Pop 1 In G.PreChorus_no_drum.D_T01.mid,19 Teen Pop 1 In G.PreChorus_no_drum.mid,19 Teen Pop 1 In G.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.9956305374505908,0.9325569183696268,0.5103103630798288,0.8703882797784892,,19 Teen Pop 1 In G,19 Teen Pop 1 In G,4,4,3,Too similar,Temparature 0.1 Self_Blend (Rendering)
19 Teen Pop 1 In G.Verse_no_drum.X.19 Teen Pop 1 In G.Verse_no_drum.D_T01.mid,19 Teen Pop 1 In G.Verse_no_drum.mid,19 Teen Pop 1 In G.Verse_no_drum.mid,Verse,Drums,0.1,0.8848528137423857,0.8965696844442065,1.0,1.0,,19 Teen Pop 1 In G,19 Teen Pop 1 In G,4,4,3,Too similar,Temparature 0.1 Self_Blend (Rendering)
20 Modren Country #2 in G.Chorus_no_drum.X.20 Modren Country #2 in G.Chorus_no_drum.D_T01.mid,20 Modren Country #2 in G.Chorus_no_drum.mid,20 Modren Country #2 in G.Chorus_no_drum.mid,Chorus,Drums,0.1,0.9031767848668714,0.8028085673380783,0.3789699268573221,0.724051519047548,,20 Modren Country #2 in G,20 Modren Country #2 in G,1,1,1,not music !,Temparature 0.1 Self_Blend (Rendering)
20 Modren Country #2 in G.PreChorus_no_drum.X.20 Modren Country #2 in G.PreChorus_no_drum.D_T01.mid,20 Modren Country #2 in G.PreChorus_no_drum.mid,20 Modren Country #2 in G.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.9206822390403072,0.6843777706440941,0.657095152939061,0.4852906898986824,,20 Modren Country #2 in G,20 Modren Country #2 in G,1,1,1,Terrible all around,Temparature 0.1 Self_Blend (Rendering)
20 Modren Country #2 in G.Verse_no_drum.X.20 Modren Country #2 in G.Verse_no_drum.D_T01.mid,20 Modren Country #2 in G.Verse_no_drum.mid,20 Modren Country #2 in G.Verse_no_drum.mid,Verse,Drums,0.1,0.9055151155918408,0.5313814531667961,0.2160644594875804,0.2793174762702625,,20 Modren Country #2 in G,20 Modren Country #2 in G,1,1,1,Weird braeks and groove changes,Temparature 0.1 Self_Blend (Rendering)
21 Classic Country #1 in G.Chorus_no_drum.X.21 Classic Country #1 in G.Chorus_no_drum.D_T01.mid,21 Classic Country #1 in G.Chorus_no_drum.mid,21 Classic Country #1 in G.Chorus_no_drum.mid,Chorus,Drums,0.1,0.9366752425082748,0.9554391195449494,0.5727082238519248,0.4660897116468787,,21 Classic Country #1 in G,21 Classic Country #1 in G,1,1,1,So bad that it's funny !,Temparature 0.1 Self_Blend (Rendering)
21 Classic Country #1 in G.PreChorus_no_drum.X.21 Classic Country #1 in G.PreChorus_no_drum.D_T01.mid,21 Classic Country #1 in G.PreChorus_no_drum.mid,21 Classic Country #1 in G.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.9348880669473382,0.8445758515119317,0.5290564101843255,0.7163422139996585,,21 Classic Country #1 in G,21 Classic Country #1 in G,3,4,3,Not good enough all around,Temparature 0.1 Self_Blend (Rendering)
21 Classic Country #1 in G.Verse_no_drum.X.21 Classic Country #1 in G.Verse_no_drum.D_T01.mid,21 Classic Country #1 in G.Verse_no_drum.mid,21 Classic Country #1 in G.Verse_no_drum.mid,Verse,Drums,0.1,0.9266303172569018,0.9399213348363764,0.7243212250090949,0.557969293255642,,21 Classic Country #1 in G,21 Classic Country #1 in G,4,2,2,Awful sound and the groove is completely off,Temparature 0.1 Self_Blend (Rendering)
22 Country Rock #1 in Em.Chorus_no_drum.X.22 Country Rock #1 in Em.Chorus_no_drum.D_T01.mid,22 Country Rock #1 in Em.Chorus_no_drum.mid,22 Country Rock #1 in Em.Chorus_no_drum.mid,Chorus,Drums,0.1,0.8922528215429467,0.8546511472320139,0.5049816780922624,0.7400442751756612,,22 Country Rock #1 in Em,22 Country Rock #1 in Em,2,1,1,Completely off,Temparature 0.1 Self_Blend (Rendering)
22 Country Rock #1 in Em.PreChorus_no_drum.X.22 Country Rock #1 in Em.PreChorus_no_drum.D_T01.mid,22 Country Rock #1 in Em.PreChorus_no_drum.mid,22 Country Rock #1 in Em.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.9333225796132912,0.7724349620121786,0.2607242173969979,0.4656481578781852,,22 Country Rock #1 in Em,22 Country Rock #1 in Em,3,4,4,Good enough butcher can fix harmony mistakes,Temparature 0.1 Self_Blend (Rendering)
22 Country Rock #1 in Em.Verse_no_drum.X.22 Country Rock #1 in Em.Verse_no_drum.D_T01.mid,22 Country Rock #1 in Em.Verse_no_drum.mid,22 Country Rock #1 in Em.Verse_no_drum.mid,Verse,Drums,0.1,0.8388812251225812,0.82875128565307,0.6064967490557581,0.8555685404099015,,22 Country Rock #1 in Em,22 Country Rock #1 in Em,4,3,4,Good Enough,Temparature 0.1 Self_Blend (Rendering)
23 Teen Pop #2 In D.Chorus_no_drum.X.23 Teen Pop #2 In D.Chorus_no_drum.D_T01.mid,23 Teen Pop #2 In D.Chorus_no_drum.mid,23 Teen Pop #2 In D.Chorus_no_drum.mid,Chorus,Drums,0.1,0.9674161218311758,0.7256492494015496,0.4653359731295512,0.8008081472694492,,23 Teen Pop #2 In D,23 Teen Pop #2 In D,5,5,5,Very Good,Temparature 0.1 Self_Blend (Rendering)
23 Teen Pop #2 In D.PreChorus_no_drum.X.23 Teen Pop #2 In D.PreChorus_no_drum.D_T01.mid,23 Teen Pop #2 In D.PreChorus_no_drum.mid,23 Teen Pop #2 In D.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.9194419286315224,0.7452258592213633,0.9843091327750996,0.9961164901835045,,23 Teen Pop #2 In D,23 Teen Pop #2 In D,4,4,4,Good Enough,Temparature 0.1 Self_Blend (Rendering)
23 Teen Pop #2 In D.Verse_no_drum.X.23 Teen Pop #2 In D.Verse_no_drum.D_T01.mid,23 Teen Pop #2 In D.Verse_no_drum.mid,23 Teen Pop #2 In D.Verse_no_drum.mid,Verse,Drums,0.1,0.8209179646522848,0.4570276616684066,0.5397906012273452,0.5608173758294743,,23 Teen Pop #2 In D,23 Teen Pop #2 In D,3,2,3,"Aggressive sound and flat guitar notes, awful",Temparature 0.1 Self_Blend (Rendering)
24 Modern Country #3 In D.Chorus_no_drum.X.24 Modern Country #3 In D.Chorus_no_drum.D_T01.mid,24 Modern Country #3 In D.Chorus_no_drum.mid,24 Modern Country #3 In D.Chorus_no_drum.mid,Chorus,Drums,0.1,0.8396940193634843,0.9420307581451636,0.8361084788613781,0.7417043559970328,,24 Modern Country #3 In D,24 Modern Country #3 In D,2,1,1,"Off synth playing wrong ascending notes, Horrible !",Temparature 0.1 Self_Blend (Rendering)
24 Modern Country #3 In D.PreChorus_no_drum.X.24 Modern Country #3 In D.PreChorus_no_drum.D_T01.mid,24 Modern Country #3 In D.PreChorus_no_drum.mid,24 Modern Country #3 In D.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.937114775946666,0.8192673380066641,0.8661653253920343,0.7535998864007133,,24 Modern Country #3 In D,24 Modern Country #3 In D,3,4,4,Good Enough,Temparature 0.1 Self_Blend (Rendering)
24 Modern Country #3 In D.Verse_no_drum.X.24 Modern Country #3 In D.Verse_no_drum.D_T01.mid,24 Modern Country #3 In D.Verse_no_drum.mid,24 Modern Country #3 In D.Verse_no_drum.mid,Verse,Drums,0.1,0.9149886291182912,0.7004407535190825,0.3927464148290311,0.6401153016597086,,24 Modern Country #3 In D,24 Modern Country #3 In D,3,3,2,"Breaking off during the track, completely wrong arrangement",Temparature 0.1 Self_Blend (Rendering)
25 Thrash Metal #1 in Em.Chorus_no_drum.X.25 Thrash Metal #1 in Em.Chorus_no_drum.D_T01.mid,25 Thrash Metal #1 in Em.Chorus_no_drum.mid,25 Thrash Metal #1 in Em.Chorus_no_drum.mid,Chorus,Drums,0.1,0.8070791660382179,0.8460271618820318,0.8147207688937048,0.5786289962141605,,25 Thrash Metal #1 in Em,25 Thrash Metal #1 in Em,4,3,2,Terrible sound,Temparature 0.1 Self_Blend (Rendering)
25 Thrash Metal #1 in Em.PreChorus_no_drum.X.25 Thrash Metal #1 in Em.PreChorus_no_drum.D_T01.mid,25 Thrash Metal #1 in Em.PreChorus_no_drum.mid,25 Thrash Metal #1 in Em.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.7735167388289028,0.7339174839525041,0.4855385987685232,0.6273299444605347,,25 Thrash Metal #1 in Em,25 Thrash Metal #1 in Em,4,3,2,Terrible sound,Temparature 0.1 Self_Blend (Rendering)
25 Thrash Metal #1 in Em.Verse_no_drum.X.25 Thrash Metal #1 in Em.Verse_no_drum.D_T01.mid,25 Thrash Metal #1 in Em.Verse_no_drum.mid,25 Thrash Metal #1 in Em.Verse_no_drum.mid,Verse,Drums,0.1,0.929043062668092,0.9670812162126656,0.8337581778670078,0.5851950915016286,,25 Thrash Metal #1 in Em,25 Thrash Metal #1 in Em,3,3,2,"Flat distorted guitars, terrible sound",Temparature 0.1 Self_Blend (Rendering)
26 Classic Pop #2 In Eb.Chorus_no_drum.X.26 Classic Pop #2 In Eb.Chorus_no_drum.D_T01.mid,26 Classic Pop #2 In Eb.Chorus_no_drum.mid,26 Classic Pop #2 In Eb.Chorus_no_drum.mid,Chorus,Drums,0.1,0.7762577949751156,0.8200288434983755,0.470687582248975,0.4560170583420315,,26 Classic Pop #2 In Eb,26 Classic Pop #2 In Eb,4,3,4,Good enough butcher can fix harmony mistakes,Temparature 0.1 Self_Blend (Rendering)
26 Classic Pop #2 In Eb.PreChorus_no_drum.X.26 Classic Pop #2 In Eb.PreChorus_no_drum.D_T01.mid,26 Classic Pop #2 In Eb.PreChorus_no_drum.mid,26 Classic Pop #2 In Eb.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.9439140865021814,0.7844873674517209,0.5365724816986182,0.4634599070992485,,26 Classic Pop #2 In Eb,26 Classic Pop #2 In Eb,4,5,4,Good,Temparature 0.1 Self_Blend (Rendering)
26 Classic Pop #2 In Eb.Verse_no_drum.X.26 Classic Pop #2 In Eb.Verse_no_drum.D_T01.mid,26 Classic Pop #2 In Eb.Verse_no_drum.mid,26 Classic Pop #2 In Eb.Verse_no_drum.mid,Verse,Drums,0.1,0.922475791172086,0.805901630680268,0.0418121005003545,0.6838249632112597,,26 Classic Pop #2 In Eb,26 Classic Pop #2 In Eb,5,4,4,Good enough but very boring,Temparature 0.1 Self_Blend (Rendering)
27 Teen Pop #3 In Am.Chorus_no_drum.X.27 Teen Pop #3 In Am.Chorus_no_drum.D_T01.mid,27 Teen Pop #3 In Am.Chorus_no_drum.mid,27 Teen Pop #3 In Am.Chorus_no_drum.mid,Chorus,Drums,0.1,0.8286804255632253,0.7902678046299785,0.5051129798538928,0.8530128258867848,,27 Teen Pop #3 In Am,27 Teen Pop #3 In Am,4,4,3,Distorted chord ruins the entire track,Temparature 0.1 Self_Blend (Rendering)
27 Teen Pop #3 In Am.PreChorus_no_drum.X.27 Teen Pop #3 In Am.PreChorus_no_drum.D_T01.mid,27 Teen Pop #3 In Am.PreChorus_no_drum.mid,27 Teen Pop #3 In Am.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.7838044843552398,0.8095454869897089,0.7565950768036431,0.8334278097006285,,27 Teen Pop #3 In Am,27 Teen Pop #3 In Am,5,5,3,Too similar,Temparature 0.1 Self_Blend (Rendering)
27 Teen Pop #3 In Am.Verse_no_drum.X.27 Teen Pop #3 In Am.Verse_no_drum.D_T01.mid,27 Teen Pop #3 In Am.Verse_no_drum.mid,27 Teen Pop #3 In Am.Verse_no_drum.mid,Verse,Drums,0.1,0.8518903414543424,0.8253750218199519,0.8747795920617137,0.8518169856429048,,27 Teen Pop #3 In Am,27 Teen Pop #3 In Am,5,5,3,Too similar,Temparature 0.1 Self_Blend (Rendering)
28 Teen Pop #4 in Bb.Chorus_no_drum.X.28 Teen Pop #4 in Bb.Chorus_no_drum.D_T01.mid,28 Teen Pop #4 in Bb.Chorus_no_drum.mid,28 Teen Pop #4 in Bb.Chorus_no_drum.mid,Chorus,Drums,0.1,0.8775618105916064,0.8892545460663989,0.9087527119376796,0.6290856795942276,,28 Teen Pop #4 in Bb,28 Teen Pop #4 in Bb,3,2,2,A complete mess,Temparature 0.1 Self_Blend (Rendering)
28 Teen Pop #4 in Bb.PreChorus_no_drum.X.28 Teen Pop #4 in Bb.PreChorus_no_drum.D_T01.mid,28 Teen Pop #4 in Bb.PreChorus_no_drum.mid,28 Teen Pop #4 in Bb.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.7797718240068858,0.9028940462915308,0.976424005226174,0.6584880844609484,,28 Teen Pop #4 in Bb,28 Teen Pop #4 in Bb,4,4,4,Good enough butcher can fix harmony mistakes,Temparature 0.1 Self_Blend (Rendering)
28 Teen Pop #4 in Bb.Verse_no_drum.X.28 Teen Pop #4 in Bb.Verse_no_drum.D_T01.mid,28 Teen Pop #4 in Bb.Verse_no_drum.mid,28 Teen Pop #4 in Bb.Verse_no_drum.mid,Verse,Drums,0.1,0.608482203086401,0.9147878484787962,0.9872166424383804,0.6840880682693675,,28 Teen Pop #4 in Bb,28 Teen Pop #4 in Bb,3,4,4,Good enough butcher can fix harmony mistakes,Temparature 0.1 Self_Blend (Rendering)
29 Teen Pop #5 In E.Chorus_no_drum.X.29 Teen Pop #5 In E.Chorus_no_drum.D_T01.mid,29 Teen Pop #5 In E.Chorus_no_drum.mid,29 Teen Pop #5 In E.Chorus_no_drum.mid,Chorus,Drums,0.1,0.8717316890996639,0.7281046734825258,0.7833312458938688,0.5353033790313106,,29 Teen Pop #5 In E,29 Teen Pop #5 In E,4,5,4,Good enough butcher can fix the mistakes,Temparature 0.1 Self_Blend (Rendering)
29 Teen Pop #5 In E.PreChorus_no_drum.X.29 Teen Pop #5 In E.PreChorus_no_drum.D_T01.mid,29 Teen Pop #5 In E.PreChorus_no_drum.mid,29 Teen Pop #5 In E.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.1,0.5185143189290767,0.7093909490710071,0.7037494028297259,0.9921208582971904,,29 Teen Pop #5 In E,29 Teen Pop #5 In E,3,3,2,Flat and sounds awful,Temparature 0.1 Self_Blend (Rendering)
29 Teen Pop #5 In E.Verse_no_drum.X.29 Teen Pop #5 In E.Verse_no_drum.D_T01.mid,29 Teen Pop #5 In E.Verse_no_drum.mid,29 Teen Pop #5 In E.Verse_no_drum.mid,Verse,Drums,0.1,0.4320179071941644,0.7200408476962024,0.6024605547050863,0.9792631097453748,,29 Teen Pop #5 In E,29 Teen Pop #5 In E,3,3,2,"very mechanic and not natural whatsoever, sounds weird",Temparature 0.1 Self_Blend (Rendering)
30 Modern Country #4 in C.Chorus_no_drum.X.30 Modern Country #4 in C.Chorus_no_drum.D_T01.mid,30 Modern Country #4 in C.Chorus_no_drum.mid,30 Modern Country #4 in C.Chorus_no_drum.mid,Chorus,Drums,0.1,0.9559598360040188,0.9601832002735308,0.5419997376821324,0.4975335674864842,,30 Modern Country #4 in C,30 Modern Country #4 in C,3,2,3,Almost good enuogh but still extremely raw and messy,Temparature 0.1 Self_Blend (Rendering)
